number,name,correct_user,submission_cnt,correct_rate,level,avg_try
16372,Chemical table,7,25,43.75,18,2.29
16373,Prime Tree - 1,31,67,62.0,3,1.61
16385,Pokemon Go Go,17,49,65.385,15,1.53
16386,Urban Design,9,13,81.818,13,1.22
16388,Is-A? Has-A? Who Knowz-A?,8,49,20.0,16,5.0
16389,Atlantis,11,29,64.706,21,1.55
16390,Sheba’s Amoebas,43,60,81.132,9,1.23
16391,Zebras and Ocelots,30,55,63.83,6,1.57
16393,Lost Map,40,95,67.797,15,1.48
16394,홍익대학교,3237,3953,86.713,1,1.15
16395,파스칼의 삼각형,1174,2051,66.104,6,1.51
16396,선 그리기,648,1768,47.928999999999995,4,2.09
16397,탈출,676,2580,32.344,12,3.09
16398,행성 연결,525,1908,38.349000000000004,12,2.61
16399,드라이브,77,335,29.502,17,3.39
16400,소수 화폐,177,471,49.858999999999995,11,2.01
16401,과자 나눠주기,439,1357,41.651,8,2.4
16402,제국,133,603,32.203,15,3.11
16403,놀이동산,39,99,50.648999999999994,17,1.97
16404,주식회사 승범이네,242,628,56.941,18,1.76
16405,Treehouses,17,37,50.0,13,2.0
16407,Cops and Robbers,22,52,44.0,19,2.27
16409,Coprime Integers,39,122,52.0,19,1.92
16410,Goat Rope,40,62,70.175,5,1.43
16411,Illiteracy,10,30,40.0,15,2.5
16415,Repeated Substrings,20,39,51.282,17,1.95
16416,Abstract Art,2,4,50.0,22,2.0
16417,Count the Bits,9,12,81.818,15,1.22
16418,Inversions,11,33,33.333,22,3.0
16419,Knockout,9,16,56.25,15,1.78
16421,Rectangles,11,31,73.333,19,1.36
16424,Repeating Goldbachs,28,36,84.848,10,1.18
16428,A/B - 3,273,1214,36.016,2,2.79
16430,제리와 톰,2718,3434,86.01299999999999,1,1.16
16431,베시와 데이지,1123,2235,58.036,2,1.72
16432,떡장수와 호랑이,186,728,34.254,11,2.92
16433,주디와 당근농장,728,1362,65.527,5,1.53
16434,드래곤 앤 던전,540,2641,28.008000000000003,13,3.57
16435,스네이크버드,747,1192,68.975,6,1.45
16436,얼룩말 아트,41,233,29.927,20,3.34
16437,양 구출 작전,490,2282,29.08,14,3.44
16438,원숭이 스포츠,106,250,48.848,13,2.05
16439,치킨치킨치킨,193,303,74.23100000000001,8,1.35
16440,제이크와 케이크,99,273,44.79600000000001,17,2.23
16441,아기돼지와 늑대,161,593,33.542,14,2.98
16442,Aventurando-se no Slackline,3,5,60.0,22,1.67
16443,Bolinhas de Gude,3,8,42.857,19,2.33
16444,Cortador de Pizza,3,3,100.0,17,1.0
16446,Enigma,19,21,90.476,4,1.11
16447,Festival,4,4,100.0,16,1.0
16448,Gasolina,7,17,63.636,19,1.57
16450,Interruptores,6,7,85.714,8,1.17
16453,Linhas de Metrô,7,8,87.5,18,1.14
16455,K번째 수 찾는 함수,127,1107,20.854,8,4.8
16456,하와와 대학생쨩 하와이로 가는 거시와요~,140,432,49.821999999999996,10,2.01
16457,단풍잎 이야기,42,125,46.153999999999996,10,2.17
16458,가장 큰 숫자,15,58,34.091,11,2.93
16462,'나교수' 교수님의 악필,334,884,47.443000000000005,4,2.11
16463,13일의 금요일,127,197,70.166,8,1.43
16464,가주아,177,605,39.159,9,2.55
16465,Bookend,75,384,24.51,11,4.08
16467,병아리의 변신은 무죄,102,602,34.459,15,2.9
16468,크리스마스 트리 꾸미기,71,274,38.378,17,2.61
16469,소년 점프,125,357,49.801,11,2.01
16470,A Homogeneous Country,62,251,33.514,8,2.98
16471,작은 수 내기,159,397,45.042,6,2.22
16472,고냥이,175,507,45.931999999999995,14,2.18
16473,팰린드롬 만들기,53,177,41.732,15,2.4
16474,이상한 전깃줄,52,246,31.138,16,3.21
16475,수학 미로,41,159,33.607,14,2.98
16476,decrypt,3,11,42.857,17,2.33
16478,원의 분할,322,501,77.033,5,1.3
16479,컵라면 측정하기,417,540,83.56700000000001,3,1.2
16480,외심과 내심은 사랑입니다,442,911,54.233000000000004,0,1.84
16481,원 전문가 진우,249,335,87.06299999999999,0,1.15
16482,한 점에서 만나라!,152,189,87.861,0,1.14
16483,접시 안의 원,398,541,82.23100000000001,3,1.22
16484,작도하자! - ①,225,311,80.357,0,1.24
16485,작도하자! - ②,365,567,82.39299999999999,3,1.21
16486,운동장 한 바퀴,1245,1696,79.19800000000001,2,1.26
16487,말 타기,128,178,78.04899999999999,0,1.28
16488,피카츄가 낸 어려운 문제,173,285,68.65100000000001,6,1.46
16489,삼각형 해커,175,1440,15.472999999999999,0,6.46
16490,외계인의 침투,197,264,84.18799999999999,0,1.19
16491,대피소 찾기,72,253,43.636,16,2.29
16495,열 순서,156,294,64.46300000000001,5,1.55
16496,큰 수 만들기,230,919,33.189,16,3.01
16500,문자열 판별,393,2082,29.818,9,3.35
16503,괄호 없는 사칙연산,442,836,60.631,3,1.65
16504,종이접기,508,1133,53.53,3,1.87
16505,별,272,738,49.00899999999999,6,2.04
16506,CPU,186,326,64.808,6,1.54
16507,어두운 건 무서워,458,847,67.65100000000001,10,1.48
16508,전공책,103,278,50.49,8,1.98
16509,장군,249,506,55.955,10,1.79
16510,Predictable Queue,132,486,39.521,10,2.53
16511,Pokegene,9,19,64.286,23,1.56
16512,Maximum Subarrays,10,28,37.037,16,2.7
16515,Euler’s Number,64,143,53.782,5,1.86
16516,Lipschitz Constant,8,13,61.538000000000004,12,1.63
16525,"Escape, Polygon!",6,11,85.714,18,1.17
16526,Fantastic Beasts,7,53,20.588,20,4.86
16529,Ink Colors,7,18,43.75,19,2.29
16532,Looking for the Risk Factor,25,45,64.10300000000001,18,1.56
16533,Mount Marathon,50,65,80.645,4,1.24
16534,Sequences,5,6,83.333,11,1.2
16539,Chain,12,22,63.158,9,1.58
16542,Superstition,1,2,50.0,21,2.0
16544,Colorgraph,2,3,66.667,24,1.5
16546,Missing Runners,193,316,69.42399999999999,3,1.44
16551,Potato Sacks,22,85,34.921,9,2.86
16561,3의 배수,933,1714,65.612,3,1.52
16562,친구비,1345,3840,45.81100000000001,13,2.18
16563,어려운 소인수분해,310,1889,24.506,11,4.08
16564,히오스 프로게이머,203,543,47.653,10,2.1
16565,N포커,162,435,44.022,15,2.27
16566,카드 게임,245,1253,30.359,16,3.29
16568,엔비스카의 영혼,193,760,35.219,10,2.84
16569,화산쇄설류,129,864,21.5,11,4.65
16570,앞뒤가 맞는 수열,100,281,46.948,15,2.13
16571,알파 틱택토,106,386,42.4,14,2.36
16572,Pixel Triangles,65,310,38.012,17,2.63
16573,Edit Distance,25,50,60.976000000000006,14,1.64
16574,Rotating Gears,8,45,29.63,25,3.38
16575,Smart Thief,8,20,53.333,21,1.88
16576,Icy Land,20,43,51.282,14,1.95
16578,Popping Balloons,12,39,40.0,19,2.5
16579,Go Make It Complete,15,54,29.412,20,3.4
16580,Lexical Sign Sequence,22,57,47.826,19,2.09
16581,Lie Detector,29,38,80.556,5,1.24
16582,Future Generation,19,48,43.181999999999995,18,2.32
16583,Boomerangs,41,70,59.42,19,1.68
16584,Binary String,22,41,73.333,12,1.36
16586,Linked List,10,51,52.632,23,1.9
16587,Hierarchical Structure,6,18,37.5,20,2.67
16588,Substring Permutation,9,12,75.0,8,1.33
16591,Discs,4,19,80.0,16,1.25
16593,Expected Value of a Permutation,2,2,100.0,19,1.0
16594,A Study on Groups,4,8,50.0,10,2.0
16600,Contemporary Art,334,418,83.5,2,1.2
16601,Access Points,31,44,73.81,21,1.35
16602,Brexit Negotiations,45,86,57.692,17,1.73
16603,Circuit Board Design,26,95,30.588,19,3.27
16604,Date Pickup,6,53,12.5,24,8.0
16605,Equality Control,19,62,34.545,21,2.89
16608,Hard Drive,30,44,69.767,12,1.43
16609,Inflation,46,181,83.63600000000001,7,1.2
16610,Jinxed Betting,18,64,33.961999999999996,19,2.94
16611,Kleptography,27,29,93.103,6,1.07
16624,Bingo Ties,13,21,72.222,11,1.38
16625,Das Blinkenlights,77,128,74.038,3,1.35
16626,Ebony and Ivory,4,4,100.0,13,1.0
16627,Froggie,13,100,14.444,9,6.92
16628,Fruit Slicer,7,8,87.5,19,1.14
16629,LCM Tree,1,1,100.0,25,1.0
16630,Left and Right,22,31,75.862,8,1.32
16631,Longest Life,6,33,20.69,21,4.83
16632,Monitoring Ski Paths,4,8,57.143,17,1.75
16633,Peg Game for Two,6,7,85.714,11,1.17
16635,Superdoku,8,17,47.059,20,2.13
16636,Triangular Clouds,2,6,100.0,23,1.0
16637,괄호 추가하기,2298,8659,36.715,13,2.72
16638,괄호 추가하기 2,290,657,59.063,15,1.69
16639,괄호 추가하기 3,130,467,42.623000000000005,15,2.35
16640,Awesome Numbers,9,21,50.0,21,2.0
16641,Binary Table,9,33,40.909,23,2.44
16642,Cake Cutting,10,82,15.625,19,6.4
16643,Decorator Cubelover,13,99,40.625,19,2.46
16644,Easy Problem,15,359,5.0169999999999995,25,19.93
16645,Fraction Challenge,8,141,15.686,23,6.38
16646,Game with Polynomials,3,4,75.0,27,1.33
16648,Accumulator Battery,137,253,60.619,2,1.65
16649,Building a Stair,16,46,66.667,10,1.5
16650,Counting Stairs,19,48,65.517,21,1.53
16651,Distinct Substrings,15,67,34.091,19,2.93
16652,Email Destruction,13,34,72.222,9,1.38
16653,Forgotten Land,5,5,100.0,22,1.0
16654,Generalized German Quotation,23,46,67.64699999999999,7,1.48
16655,Halves Not Equal,7,19,41.176,21,2.43
16657,Joined Vessels,15,30,53.571000000000005,21,1.87
16659,LED-led Paths,21,90,30.881999999999998,22,3.24
16661,Bimatching,9,40,23.684,27,4.22
16662,Cactus Search,10,22,58.824,21,1.7
16663,Distance Sum,9,62,18.0,27,5.56
16664,Easy Chess,20,49,55.556000000000004,13,1.8
16668,Interval-Free Permutations,8,13,66.667,26,1.5
16670,King Kog’s Reception,58,128,67.442,21,1.48
16672,Minegraphed,14,33,53.846000000000004,20,1.86
16673,고려대학교에는 공식 와인이 있다,1510,2030,80.619,3,1.24
16674,2018년을 되돌아보며,604,1200,58.698,4,1.7
16675,두 개의 손,521,1179,55.132,3,1.81
16678,모독,333,1816,24.685,11,4.05
16679,Back to the Bones,86,706,23.305999999999997,16,4.29
16680,안수빈수,132,865,25.933000000000003,16,3.86
16681,등산,360,2183,21.505,15,4.65
16682,삼원색,17,83,35.417,21,2.82
16683,종이 자르기,7,95,13.208,23,7.57
16684,하노삼의 탑,33,143,34.021,17,3.06
16685,XOR 포커,61,178,48.8,19,2.05
16686,실시간 내비게이션,17,67,40.476,23,2.47
16687,기묘한 여행계획,8,105,17.391,22,5.75
16688,Contest Setting,25,35,80.645,10,1.24
16689,Liars,16,18,94.118,6,1.06
16690,Paper Cuts,8,24,61.538000000000004,17,1.63
16691,House Numbers,27,38,79.41199999999999,12,1.26
16692,Greedy Scheduler,30,39,88.235,11,1.13
16693,Pizza Deal,235,599,46.351000000000006,2,2.16
16694,The ABCD Murderer,21,114,25.0,22,4.0
16695,The Bridge on the River Kawaii,50,181,33.784,21,2.96
16696,Clockwork ||ange,24,122,24.741999999999997,11,4.04
16697,Reservoir Dog,10,62,33.333,20,3.0
16700,Shooter Island,19,71,34.545,18,2.89
16703,Matrice,34,41,85.0,17,1.18
16705,Game of Stones,17,239,7.556,22,13.24
16707,American Tour,30,269,30.303,18,3.3
16708,Bob's Rummikub,8,22,50.0,20,2.0
16709,Congruence Equation,19,145,17.925,23,5.58
16710,Dragging,16,53,47.059,20,2.13
16711,Erasing Matrix,32,139,35.165,19,2.84
16712,Finding Love,55,107,60.44,8,1.65
16713,Generic Queries,208,486,56.986000000000004,8,1.75
16716,JeoGyuk,30,98,44.118,16,2.27
16717,Katty and Wonki,12,38,44.443999999999996,20,2.25
16718,Love Triangles,11,55,55.0,26,1.82
16719,ZOAC,204,509,52.041000000000004,11,1.92
16722,결! 합!,85,195,53.797,13,1.86
16723,원영이는 ZOAC과 영원하고 싶다,81,244,52.258,9,1.91
16724,피리 부는 사나이,355,1030,41.716,14,2.4
16725,다항 계수,38,187,25.676,17,3.89
16726,영과일 학회방,60,181,44.118,18,2.27
16727,ICPC,224,350,67.87899999999999,2,1.47
16728,Chaarshanbegaan at Cafebazaar,53,90,65.432,4,1.53
16730,Nader Shah,4,17,33.333,21,3.0
16732,Imputation,4,4,100.0,17,1.0
16733,Relay Race,9,56,18.75,24,5.33
16734,T-net,6,37,18.182000000000002,18,5.5
16737,Python Classes,7,27,33.333,21,3.0
16739,Digits Are Not Just Characters,46,85,57.5,12,1.74
16740,Arithmetic Progressions,64,192,41.83,16,2.39
16741,Emergency Evacuation,50,61,83.333,16,1.2
16742,Shortest Common Non-Subsequence,41,70,62.121,18,1.61
16743,Eulerian Flight Tour,19,86,23.171,21,4.32
16745,What Goes Up Must Come Down,52,80,67.532,18,1.48
16746,Four-Coloring,28,183,19.31,26,5.18
16748,Colorful Tree,26,60,55.318999999999996,22,1.81
16749,Sixth Sense,30,63,62.5,19,1.6
16755,Magnus,107,202,58.47,5,1.71
16760,Balance Beam,50,314,19.305,20,5.18
16761,Sort It Out,29,79,37.179,22,2.69
16762,The Cow Gathering,27,111,27.273000000000003,22,3.67
16763,Fine Dining,81,262,40.5,16,2.47
16764,Cowpatibility,88,316,36.364000000000004,16,2.75
16765,Teamwork,124,234,63.918,13,1.56
16766,Convention,176,508,45.244,12,2.21
16767,Convention II,112,274,56.0,14,1.79
16768,Mooyo Mooyo,299,850,48.696999999999996,12,2.05
16769,Mixing Milk,673,1120,69.168,4,1.45
16771,Back and Forth,150,243,72.115,10,1.39
16777,Election Campaign,15,18,88.235,21,1.13
16779,JOIRIS,11,40,32.353,24,3.09
16780,Selling RNA Strands,20,56,38.461999999999996,23,2.6
16781,Skyscraper,13,25,76.471,24,1.31
16783,Bulldozer,31,169,21.831,24,4.58
16784,Golf,7,9,87.5,27,1.14
16785,ソーシャルゲーム,336,754,52.336000000000006,2,1.91
16786,すごろくと駒,58,70,90.625,4,1.1
16787,マルバツスタンプ,52,90,86.667,5,1.15
16790,座席,2,22,100.0,22,1.0
16791,Bubble Sort 2,10,25,76.923,23,1.3
16792,Cats or Dogs,17,48,38.635999999999996,26,2.59
16793,Collapse,7,28,35.0,26,2.86
16808,Identity Function,8,22,61.538000000000004,21,1.63
16809,Enclose Points,4,20,57.143,25,1.75
16812,Laser Cutter,5,7,71.429,21,1.4
16813,Live Programming,13,29,48.148,22,2.08
16826,GuruGuru,17,25,85.0,9,1.18
16828,Santa’s Gift,8,8,100.0,16,1.0
16831,Nim without Zero,17,35,50.0,19,2.0
16833,Enlarge Circles,7,13,63.636,22,1.57
16834,Sum of QQ,9,12,100.0,15,1.0
16837,Manhattan,3,4,75.0,13,1.33
16838,Dictionary,3,3,100.0,18,1.0
16839,Clique Coloring,2,2,100.0,17,1.0
16843,Snake,1,1,100.0,23,1.0
16844,Distance Sum,10,17,76.923,21,1.3
16846,Hyperrectangle,9,10,90.0,19,1.11
16853,필름,15,46,46.875,18,2.13
16854,편안한 문자열,48,174,39.669000000000004,14,2.52
16855,"일해라, 류트!",13,50,40.625,17,2.46
16856,감성 테트리스,7,54,41.176,21,2.43
16858,고양이 소개팅,29,185,19.727999999999998,21,5.07
16859,선인장의 최대 매칭,14,61,30.435,22,3.29
16866,Car Vet,3,5,75.0,17,1.33
16868,Pear-wise Voting,2,3,66.667,14,1.5
16872,Roman Holidays,1,1,100.0,16,1.0
16874,Tours de Sales Force,1,1,100.0,21,1.0
16875,Watch Where You Step,3,18,60.0,16,1.67
16876,재미있는 숫자 게임,54,148,45.0,13,2.22
16877,핌버,93,320,41.518,18,2.41
16879,궁전 게임,40,110,59.701,20,1.68
16880,"룩, 비숍, 킹, 나이트, 궁전 게임",37,98,52.857,21,1.89
16881,행렬 게임,35,66,57.376999999999995,19,1.74
16882,카드 게임,27,46,67.5,16,1.48
16883,대각 게임,3,5,100.0,18,1.0
16884,나이트 게임,34,49,69.388,12,1.44
16885,벡터의 합,10,52,22.221999999999998,19,4.5
16886,나누기 게임,14,65,32.558,17,3.07
16887,루트 님 게임,31,78,47.692,21,2.1
16888,루트 게임,42,125,51.22,11,1.95
16889,중복 없는 님 게임,22,42,59.458999999999996,20,1.68
16890,창업,39,414,17.180999999999997,12,5.82
16892,레몬 주스 게임,16,68,34.043,21,2.94
16893,소수 제곱 게임,8,58,38.095,19,2.63
16894,약수 게임,41,216,31.298000000000002,14,3.2
16895,님 게임 3,95,152,72.51899999999999,17,1.39
16896,더일곱이 게임,22,89,40.741,16,2.45
16897,아인타 게임,19,94,27.941,20,3.58
16898,물건 넣기 게임,6,19,40.0,18,2.5
16899,채석장 게임,23,60,40.351,17,2.48
16900,이름 정하기,73,258,38.83,15,2.58
16901,XOR MST,83,330,39.524,22,2.53
16902,mex,30,98,48.387,19,2.07
16903,수열과 쿼리 20,139,550,30.482,19,3.28
16904,집합과 쿼리,16,53,43.243,22,2.31
16906,욱제어,24,85,30.769000000000002,16,3.25
16907,서로 다른 부분 문자열 쿼리 2,19,56,42.222,22,2.37
16908,가장 긴 공통 부분 문자열,22,216,15.385,18,6.5
16909,카드 구매하기 3,92,335,40.889,18,2.45
16910,mex와 쿼리,50,420,17.123,22,5.84
16911,그래프와 쿼리,76,449,34.861999999999995,21,2.87
16912,트리와 쿼리 12,70,142,72.917,21,1.37
16913,부분 문자열 변환,8,102,28.570999999999998,20,3.5
16914,K번째 부분 문자열,16,66,42.105,19,2.38
16915,호텔 관리,91,371,42.925,18,2.33
16916,부분 문자열,763,3297,38.929,12,2.57
16917,양념 반 후라이드 반,861,1746,59.257,3,1.69
16918,봄버맨,913,3090,42.723,10,2.34
16920,확장 게임,356,2728,20.472,14,4.88
16921,로마 숫자 만들기 2,28,56,63.636,17,1.57
16922,로마 숫자 만들기,713,1558,57.733000000000004,8,1.73
16924,십자가 찾기,305,1081,36.703,9,2.72
16925,문자열 추측,113,575,29.124000000000002,10,3.43
16926,배열 돌리기 1,899,2646,50.82,8,1.97
16927,배열 돌리기 2,302,1122,36.829,10,2.72
16928,뱀과 사다리 게임,1009,3731,35.366,9,2.83
16929,Two Dots,977,3297,43.422,12,2.3
16930,달리기,114,1496,14.197000000000001,19,7.0
16932,모양 만들기,431,1601,34.425,12,2.91
16933,벽 부수고 이동하기 3,678,3371,28.962,15,3.46
16934,게임 닉네임,56,179,48.696000000000005,17,2.05
16935,배열 돌리기 3,641,1847,52.67100000000001,9,1.9
16936,나3곱2,412,1303,40.551,11,2.47
16937,두 스티커,380,1460,36.364000000000004,7,2.75
16938,캠프 준비,466,879,66.28699999999999,12,1.51
16939,2×2×2 큐브,280,799,45.381,15,2.2
16940,BFS 스페셜 저지,442,2855,25.285999999999998,12,3.95
16941,꼬리별,10,120,14.286,24,7.0
16943,숫자 재배치,358,1042,43.341,10,2.31
16945,매직 스퀘어로 변경하기,223,498,55.198,7,1.81
16946,벽 부수고 이동하기 4,952,4851,26.018,14,3.84
16947,서울 지하철 2호선,685,2064,49.068999999999996,13,2.04
16948,데스 나이트,1099,1912,69.07600000000001,10,1.45
16950,레드 블루 스패닝 트리 2,52,365,22.414,20,4.46
16951,블록 놀이,125,458,36.023,7,2.78
16952,체스판 여행 2,56,246,37.838,16,2.64
16953,A → B,1843,5288,42.465,10,2.36
16954,움직이는 미로 탈출,980,4995,27.011999999999997,12,3.7
16955,"오목, 이길 수 있을까?",136,454,35.979,7,2.78
16956,늑대와 양,757,2122,46.527,7,2.15
16957,체스판 위의 공,270,1049,35.433,12,2.82
16959,체스판 여행 1,213,791,41.52,15,2.41
16960,스위치와 램프,63,180,49.218999999999994,10,2.03
16961,탭 vs 공백,62,162,61.386,5,1.59
16964,DFS 스페셜 저지,363,1326,42.16,11,2.37
16965,구간과 쿼리,39,156,43.333,11,2.31
16968,차량 번호판 1,761,1487,62.275,4,1.61
16969,차량 번호판 2,139,263,70.918,5,1.41
16971,배열 B의 값,88,441,29.043000000000003,14,3.44
16972,814 - 1,73,553,18.528,4,5.4
16973,직사각형 탈출,500,2723,25.05,11,3.99
16975,수열과 쿼리 21,575,1475,51.61600000000001,17,1.94
16976,민혁이의 게임 파티,33,148,37.931,19,2.64
16977,히스토그램에서 가장 큰 직사각형과 쿼리,55,238,44.355,23,2.25
16978,수열과 쿼리 22,327,831,52.913000000000004,18,1.89
16979,수열과 쿼리 23,89,372,28.71,20,3.48
16980,Bitaro the Brave,57,94,65.517,8,1.53
16981,Exhibition,53,89,70.667,15,1.42
16982,Growing Vegetables is Fun 3,33,87,45.833,21,2.18
16983,Coin Collecting,27,55,67.5,24,1.48
16984,Unique Cities,16,23,88.889,26,1.13
16985,Maaaaaaaaaze,906,2891,55.891000000000005,13,1.79
16986,인싸들의 가위바위보,425,1561,39.535,13,2.53
16987,계란으로 계란치기,973,2566,52.766000000000005,9,1.9
16988,Baaaaaaaaaduk2 (Easy),777,2407,50.097,13,2.0
16989,Baaaaaaaaaduk2 (Hard),66,567,22.837,17,4.38
16991,외판원 순회 3,202,477,58.213,15,1.72
16992,3-SAT,10,474,4.292,17,23.3
16993,연속합과 쿼리,140,351,58.333,19,1.71
16994,로프와 쿼리,70,232,54.688,20,1.83
16995,Piece of Cake,13,18,81.25,19,1.23
16998,"It’s a Mod, Mod, Mod, Mod World",52,237,36.111,22,2.8
16999,Monotony,8,8,100.0,22,1.0
17001,Intersecting Rectangles,11,14,84.615,18,1.18
17005,Knight of the Tarot Cards,8,43,26.666999999999998,23,3.75
17007,XOR Sequences,10,16,76.923,19,1.3
17008,3-SAT 2,8,164,8.511000000000001,17,11.75
17009,Winning Score,665,893,82.2,2,1.22
17010,Time to Decompress,453,532,90.964,3,1.1
17011,Cold Compress,87,117,84.46600000000001,4,1.18
17013,Flipper,82,197,59.42,5,1.68
17014,Pretty Average Primes,25,59,43.103,10,2.32
17018,Redistricting,54,158,45.378,19,2.2
17021,Cow Poetry,55,137,49.107,14,2.04
17022,Sleepy Cow Sorting,114,264,53.271,16,1.88
17023,Shortcut,74,212,42.775,15,2.34
17024,Grass Planting,150,252,66.372,8,1.51
17025,Icy Perimeter,151,346,48.867,11,2.05
17026,Mountain View,122,317,47.471000000000004,12,2.11
17027,Shell Game,305,641,57.331,3,1.74
17028,Sleepy Cow Sorting,195,429,53.571000000000005,7,1.87
17029,Guess the Animal,130,294,54.852,8,1.82
17030,Cow Dating,28,103,37.838,21,2.64
17032,Mowing Mischief,13,26,59.091,27,1.69
17033,Cow Land,88,267,54.658,20,1.82
17034,Dishwashing,39,124,41.935,18,2.38
17035,Painting the Barn (Gold),25,76,44.643,19,2.24
17036,Sleepy Cow Herding (Silver),79,333,30.153000000000002,14,3.32
17037,Painting the Barn (Silver),110,246,50.926,12,1.96
17038,The Great Revegetation (Silver),85,301,37.118,13,2.69
17039,Sleepy Cow Herding (Bronze),199,619,36.181999999999995,5,2.76
17041,Measuring Traffic,89,282,37.553000000000004,9,2.66
17046,Akvizna,6,33,21.429000000000002,23,4.67
17057,Alice in the Digital World,4,29,20.0,10,5.0
17069,파이프 옮기기 2,1008,2551,54.545,11,1.83
17070,파이프 옮기기 1,4055,12544,48.773,11,2.05
17071,숨바꼭질 5,659,4912,21.691999999999997,15,4.61
17072,아스키 아트,564,1144,55.676,5,1.8
17073,나무 위의 빗물,308,872,45.228,11,2.21
17075,유물 복원,91,401,28.706999999999997,16,3.48
17076,망가진 데이터,64,170,51.2,18,1.95
17077,고양이 우선 탐색,13,148,15.116,22,6.62
17078,원 위의 개미,42,148,35.0,16,2.86
17079,달콤새콤,19,45,48.718,20,2.05
17080,결함 게임,121,350,44.485,15,2.25
17081,RPG Extreme,74,393,27.925,19,3.58
17082,쿼리와 쿼리,58,215,32.955,17,3.03
17083,그리드랜드,25,155,29.07,20,3.44
17084,"f(k, n)",44,259,18.41,17,5.43
17085,십자가 2개 놓기,206,824,35.951,10,2.78
17086,아기 상어 2,569,1267,55.18899999999999,9,1.81
17087,숨바꼭질 6,1058,2560,50.285,10,1.99
17088,등차수열 변환,237,716,42.321000000000005,13,2.36
17089,세 친구,164,458,46.724,11,2.14
17090,미로 탈출하기,429,1841,31.475,14,3.18
17091,단어 시계,39,119,36.111,4,2.77
17092,색칠 공부,23,66,57.5,12,1.74
17093,Total Circle,54,73,83.07700000000001,5,1.2
17094,Serious Problem,315,458,77.396,4,1.29
17096,Tourist,28,103,32.558,19,3.07
17097,Truth Tellers,17,42,56.667,19,1.76
17099,Contest,32,89,51.613,12,1.94
17101,Dynamic Centroid,30,93,50.0,21,2.0
17102,Grid Query,10,88,25.641,22,3.9
17103,골드바흐 파티션,836,2656,42.61,9,2.35
17104,골드바흐 파티션 2,103,650,25.879,21,3.86
17105,골드바흐 트리플,17,91,32.692,21,3.06
17106,빙고,234,1078,31.409000000000002,17,3.18
17114,하이퍼 토마토,98,691,20.631999999999998,15,4.85
17118,갓 소수,31,393,11.698,21,8.55
17122,체스,89,239,42.18,4,2.37
17123,배열 놀이,21,41,63.636,9,1.57
17124,두 개의 배열,82,349,33.607,8,2.98
17126,연산,17,113,58.621,18,1.71
17127,벚꽃이 정보섬에 피어난 이유,410,764,65.391,5,1.53
17128,소가 정보섬에 올라온 이유,218,615,49.658,9,2.01
17129,윌리암슨수액빨이딱따구리가 정보섬에 올라온 이유,328,1078,39.048,11,2.56
17130,토끼가 정보섬에 올라온 이유,218,1290,21.756,13,4.6
17131,여우가 정보섬에 올라온 이유,160,515,41.343999999999994,17,2.42
17132,두더지가 정보섬에 올라온 이유,106,269,49.765,16,2.01
17133,라쿤이 정보섬에 올라온 이유,17,49,41.463,21,2.41
17134,르모앙의 추측,114,311,60.963,20,1.64
17135,캐슬 디펜스,3211,16102,30.139,12,3.32
17136,색종이 붙이기,2566,13848,32.33,14,3.09
17137,사탕 놀이,25,61,71.429,12,1.4
17138,습격자 초라기와 쿼리 (Easy),22,73,40.0,19,2.5
17140,이차원 배열과 연산,2909,9919,43.347,12,2.31
17141,연구소 2,1128,3600,45.066,11,2.22
17142,연구소 3,3464,21567,25.445999999999998,12,3.93
17143,낚시왕,3200,22334,22.866999999999997,14,4.37
17144,미세먼지 안녕!,4849,13728,53.20399999999999,11,1.88
17145,청소 로봇,5,27,41.667,21,2.4
17146,IZLET,9,23,40.909,23,2.44
17150,Azulejos,15,47,31.915,17,3.13
17151,Beautiful Bridges,9,27,45.0,21,2.22
17152,Checks Post Facto,3,9,33.333,25,3.0
17153,Circular DNA,15,33,45.455,17,2.2
17154,Dead-End Detector,23,142,33.333,18,3.0
17155,Directing Rainfall,5,70,55.556000000000004,28,1.8
17156,First of Her Name,13,18,72.222,23,1.38
17157,Hobson’s Trains,7,11,87.5,21,1.14
17158,Karel the Robot,5,12,55.556000000000004,25,1.8
17160,Traffic Blights,7,9,87.5,27,1.14
17161,편집 거리 (Hard),12,113,20.69,24,4.83
17162,가희의 수열놀이 (Small),50,211,33.333,12,3.0
17163,가희의 수열놀이 (Large),38,294,20.651999999999997,17,4.84
17164,Rainbow Beads,146,357,49.324,7,2.03
17165,Gosu,59,277,31.892,21,3.14
17166,Voronoi Diagram Again,36,182,25.714000000000002,19,3.89
17167,A Plus Equals B,85,286,44.974,19,2.22
17168,Water Knows The Answers,39,301,22.674,21,4.41
17169,Eat Economically,21,150,26.923000000000002,24,3.71
17170,Increasing Sequence,18,100,28.570999999999998,23,3.5
17172,Dijkstra Is Playing At My House,12,57,23.529,27,4.25
17173,배수들의 합,967,1404,77.422,4,1.29
17174,전체 계산 횟수,553,807,75.962,3,1.32
17175,피보나치는 지겨웡~,631,1596,44.625,8,2.24
17177,내접사각형 만들기,197,383,59.516999999999996,3,1.68
17178,줄서기,168,425,44.92,11,2.23
17179,케이크 자르기,104,459,33.657,10,2.97
17180,문자열 비교하기,73,235,54.074,13,1.85
17182,우주 탐사선,274,723,50.835,13,1.97
